TRIP_ID,LATITUDE,LONGITUDE
T186,41.1614057594,-8.6413940042
T187,41.152452257,-8.57353791635
T188,41.162311262,-8.58365725137
T189,41.1461143309,-8.61373479261
T190,41.1579042188,-8.62372145322
T191,41.148349129,-8.60696872964
T192,41.1501763269,-8.62857791458
T193,41.1484282537,-8.61051666167
T194,41.1485348716,-8.61367740664
T195,41.1484360431,-8.61051877209
T196,41.1460771223,-8.610806058
T197,41.1626248137,-8.64903223499
T198,41.1579202764,-8.62942349696
T199,41.1550430229,-8.59461178657
T200,41.1606414726,-8.64356794731
T201,41.152610954,-8.62723745019
T202,41.1515628284,-8.60630782648
T203,41.1733405014,-8.59883126858
T204,41.154081893,-8.61336759996
T205,41.159126212,-8.60183315529
T206,41.1656149038,-8.59779734705
T207,41.1482378194,-8.60404586757
T208,41.1949805095,-8.60629048924
T209,41.1549851479,-8.63024377017
T210,41.1672669504,-8.64926544066
T211,41.1727364415,-8.59292947152
T212,41.1486292187,-8.57774082949
T213,41.1103551932,-8.62910623844
T214,41.1542590004,-8.64329822803
T215,41.1518313645,-8.60644854544
T216,41.1586703002,-8.57723390214
T217,41.160227553,-8.6376655848
T218,41.1463284954,-8.61410021925
T219,41.146147227,-8.6307408386
T220,41.2340512274,-8.62517524896
T221,41.1475108796,-8.62179531607
T222,41.1446391176,-8.60647876244
T223,41.1626237469,-8.64904132851
T224,41.1846546231,-8.58507672687
T225,41.1495845352,-8.64301395385
T226,41.1605289753,-8.64100084253
T227,41.1484396658,-8.61050624657
T228,41.1588030819,-8.59375479849
T229,41.2371151825,-8.6699489526
T230,41.152610954,-8.62723745019
T231,41.1542657206,-8.60627876346
T232,41.1446391176,-8.60647876244
T233,41.1603181381,-8.60962989805
T234,41.152610954,-8.62723745019
T235,41.1488970427,-8.65846798748
T236,41.1460767254,-8.61079751679
T237,41.1589455729,-8.60500969412
T238,41.1181414315,-8.58721396812
T239,41.1742363269,-8.64812270681
T240,41.1545623441,-8.67360649344
T241,41.1427590018,-8.61053423866
T242,41.1591279033,-8.60183354067
T243,41.1652420959,-8.62408233193
T244,41.1807422898,-8.66744133641
T245,41.1719998387,-8.61353191436
T246,41.163747191,-8.67535568239
T247,41.1732761789,-8.68794451107
T248,41.1543023986,-8.64344613135
T249,41.152778837,-8.63029763729
T250,41.1661212631,-8.57764085397
T251,41.1739884008,-8.60461225876
T252,41.1605289753,-8.64100084253
T253,41.1742676637,-8.56593831454
T254,41.1484273672,-8.61051980086
T255,41.1369368959,-8.62489965612
T256,41.1483686144,-8.60696895698
T257,41.152610954,-8.62723745019
T258,41.1483920043,-8.60696956005
T259,41.1463284954,-8.61410021925
T260,41.2113614365,-8.65249259521
T261,41.0930068976,-8.65016567578
T262,41.1825964861,-8.60966564062
T263,41.1543430649,-8.60598203771
T264,41.1483920043,-8.60696956005
T265,41.1552730738,-8.67796628794
T266,41.1485285815,-8.6138227537
T267,41.1549215192,-8.60264143328
T268,41.152778837,-8.63029763729
T269,41.1399500624,-8.61044689207
T270,41.1626237469,-8.64904132851
T271,41.1463284954,-8.61410021925
T272,41.1786892162,-8.68196203614
T273,41.1530074414,-8.60999233453
T274,41.152610954,-8.62723745019
T275,41.1525810045,-8.63775763015
T276,41.1799301372,-8.65807877
T277,41.1691875746,-8.66597360427
T278,41.1540793732,-8.65604273186
T279,41.1485285815,-8.6138227537
T280,41.159126212,-8.60183315529
T281,41.1484273672,-8.61051980086
T282,41.1460767254,-8.61079751679
T283,41.1482675301,-8.60367849238
T284,41.1484360431,-8.61051877209
T285,41.179285834,-8.60252298083
T286,41.1290437653,-8.59653927288
T287,41.1792243784,-8.68638179997
T288,41.1524892392,-8.59920658128
T289,41.1742363269,-8.64812270681
T290,41.1515628284,-8.60630782648
T291,41.1605625402,-8.6087011648
T292,41.1783007107,-8.59776526409
T293,41.1526612915,-8.61010449565
T294,41.1521934939,-8.59930851623
T295,41.0622024008,-8.64161129833
T296,41.1495004312,-8.64315904111
T297,41.1653014496,-8.60629426415
T298,41.1609220163,-8.61287541393
T299,41.2371151825,-8.6699489526
T300,41.1969164585,-8.61507510025
T301,41.2300062868,-8.66644944505
T302,41.1480186454,-8.60363060564
T303,41.1720015955,-8.61353220738
T304,41.1614057594,-8.6413940042
T305,41.1578795286,-8.62851596657
T306,41.1607425563,-8.63398652227
T307,41.1611764767,-8.6051727776
T308,41.175001168,-8.55505218355
T309,41.1500822983,-8.58793902216
T310,41.1551958931,-8.6784750588
T311,41.1587569786,-8.59403493205
T312,41.1727341724,-8.63537648023
T313,41.1685243006,-8.66003805475
T314,41.1589455729,-8.60500969412
T315,41.1531319945,-8.62166574981
T316,41.1486172359,-8.5880399484
T317,41.1404976703,-8.63569526414
T318,41.1520162724,-8.67715111786
T319,41.1737803898,-8.68422773034
T320,41.1487997394,-8.58577128275
T321,41.1425962562,-8.5326853682
T322,41.1970794167,-8.60107446492
T323,41.1516020637,-8.59377496999
T324,41.152778837,-8.63029763729
T325,41.1543023986,-8.64344613135
T326,41.1668195931,-8.56901892483
T327,41.1892872248,-8.59339135523
