TRIP_ID,LATITUDE,LONGITUDE
T75,41.1597317846,-8.62701803824
T76,41.1651436033,-8.62468108099
T77,41.1452714461,-8.61043221587
T78,41.1598865397,-8.64790311721
T79,41.1773754306,-8.59722837578
T80,41.1754655317,-8.65322662248
T81,41.1557092656,-8.62147691147
T82,41.1666144923,-8.64969822841
T83,41.156711276,-8.63901192193
T84,41.1643199713,-8.59290837521
T85,41.1525429048,-8.62775649701
T86,41.164391316,-8.58462877191
T87,41.1916197786,-8.63055329889
T88,41.1544562375,-8.59617354334
T90,41.1543715416,-8.60763071146
T91,41.1598369808,-8.63062923123
T92,41.2318470635,-8.67018411771
T93,41.1575507249,-8.64481247386
T94,41.1560972993,-8.6433442092
T95,41.1533392572,-8.60162649968
T96,41.1783807073,-8.68746888908
T98,41.1568755347,-8.62735312433
T99,41.1563200019,-8.62521514413
T100,41.1714266056,-8.66412527644
T101,41.1562480553,-8.6095710896
T102,41.1500120301,-8.60946506557
T103,41.1585460324,-8.63517252943
T104,41.18393529,-8.54995068452
T107,41.1585184429,-8.58494254162
T109,41.154310048,-8.5952199275
T110,41.1473673285,-8.61602679627
T111,41.1623852051,-8.66507431031
T112,41.1493900081,-8.60472517374
T113,41.154310048,-8.5952199275
T114,41.176006378,-8.58938132667
T115,41.148675687,-8.61656641212
T116,41.2122963348,-8.6168038954
T117,41.167881776,-8.53249717044
T118,41.1678776123,-8.60692152243
T119,41.1717366097,-8.57677534654
T120,41.1537267776,-8.6200838995
T121,41.1452653162,-8.60041318675
T122,41.1565785132,-8.62924297415
T123,41.1647825929,-8.67234038783
T124,41.1687426495,-8.63449312344
T125,41.1585351544,-8.64427397085
T126,41.1603353445,-8.63823928268
T127,41.1577036895,-8.65455954892
T128,41.1669623332,-8.59683169717
T129,41.1647439066,-8.62541485925
T130,41.1540350904,-8.61276426751
T131,41.3021421419,-7.58919855342
T132,41.1473583378,-8.61592375319
T133,41.1564564225,-8.62568528909
T134,41.169778323,-8.66963237901
T135,41.1601716903,-8.6174779002
T136,41.1452714461,-8.61043221587
T137,41.1597775524,-8.62704303084
T138,41.1580540422,-8.58677659622
T139,41.171741805,-8.57665820599
T140,41.1760159519,-8.5833177427
T141,41.1546901428,-8.59916948991
T142,41.1564905963,-8.6078855567
T143,41.1553475033,-8.62924929617
T144,41.1481245937,-8.61530638462
T145,41.1565752421,-8.58049906841
T146,41.1586416454,-8.64428938984
T147,41.1473673285,-8.61602679627
T148,41.1629601354,-8.60348295255
T149,41.1880250466,-8.6410709029
T151,41.1573131122,-8.61223055295
T152,41.1590623001,-8.64102095603
T153,41.1651436033,-8.62468108099
T154,41.1563192547,-8.61280313195
T155,41.171601584,-8.63450779879
T156,41.1543337798,-8.62411679524
T157,41.1707107879,-8.56285382455
T158,41.1452714461,-8.61043221587
T159,41.150599435,-8.62171245064
T160,41.175818901,-8.65916902756
T161,41.1586166142,-8.59730755806
T162,41.1651389253,-8.62471162308
T163,41.1489764352,-8.62067174959
T164,41.1555967508,-8.62564310611
T166,41.1602207575,-8.62440574982
T167,41.1544562375,-8.59617354334
T168,41.1627158799,-8.6141745385
T169,41.1751992373,-8.58172621064
T170,41.1674397293,-8.65202468861
T171,41.1590880399,-8.64435287403
T172,41.1547884731,-8.62325462156
T173,41.1627189746,-8.65389138739
T174,41.1597202601,-8.61653942354
T175,41.1593855179,-8.64915358429
T176,41.1572796475,-8.61206274619
T177,41.1503493242,-8.62141875248
T178,41.1616505966,-8.64659874193
T179,41.1557654433,-8.58834635285
T180,41.1540058118,-8.61262555137
T181,41.1545186335,-8.60548415904
T182,41.153386441,-8.60146896583
T183,41.1787644686,-8.60384411434
T184,41.1572175071,-8.64632386171
T185,41.1788228615,-8.68275768581
T186,41.1601445906,-8.6472786439
T187,41.1636368861,-8.56340805476
T188,41.1581953262,-8.59025807568
T189,41.1452714461,-8.61043221587
T190,41.1531073435,-8.61632308339
T191,41.147190323,-8.61276161985
T192,41.1550434595,-8.62817760472
T193,41.1531208344,-8.60182282089
T194,41.1533392572,-8.60162649968
T195,41.149282572,-8.60927803182
T196,41.1452714461,-8.61043221587
T197,41.1572246485,-8.64647855659
T198,41.1585460324,-8.63517252943
T199,41.168741741,-8.59517645337
T200,41.1585351544,-8.64427397085
T201,41.1553368755,-8.62921219587
T202,41.1493900081,-8.60472517374
T203,41.176006378,-8.58938132667
T204,41.1544083195,-8.61274788819
T205,41.168741741,-8.59517645337
T206,41.168741741,-8.59517645337
T207,41.1516806947,-8.61153519099
T208,41.1827940315,-8.61006389892
T209,41.1555967508,-8.62564310611
T210,41.1630749877,-8.65245990655
T211,41.155526537,-8.59356415647
T212,41.1585759624,-8.58262180808
T213,41.1794092481,-8.62688710599
T214,41.1550434595,-8.62817760472
T215,41.1533392572,-8.60162649968
T216,41.1585759624,-8.58262180808
T217,41.1652098097,-8.63029249646
T218,41.1473673285,-8.61602679627
T219,41.1550434595,-8.62817760472
T220,41.1628305762,-8.63238177466
T221,41.1545276126,-8.61789754777
T222,41.1539894841,-8.60541509654
T223,41.1660858309,-8.6395935949
T224,41.1768420598,-8.59397150939
T225,41.1583437386,-8.63713249188
T226,41.1584268049,-8.63442056662
T227,41.1564905963,-8.6078855567
T228,41.1466418313,-8.58833774381
T229,41.203187274,-8.67724139791
T230,41.1557092455,-8.62166323625
T231,41.1557237649,-8.62145937715
T232,41.147190323,-8.61276161985
T233,41.1732200745,-8.60353810087
T234,41.1518690472,-8.62239675777
T235,41.1580059627,-8.66429020189
T236,41.1473673285,-8.61602679627
T237,41.1517510903,-8.60693396898
T238,41.156982931,-8.58470505744
T239,41.1573499094,-8.64634652
T240,41.1573685309,-8.66707602564
T241,41.1516849085,-8.6053242367
T242,41.1516590015,-8.60527346271
T243,41.1572579003,-8.62129350911
T244,41.1637968714,-8.667729588
T245,41.1530046413,-8.61707313476
T246,41.1580378675,-8.67140389201
T247,41.1740438616,-8.685661545
T248,41.1566305541,-8.63876434995
T249,41.1550434595,-8.62817760472
T250,41.1614324524,-8.59064036165
T251,41.1749231239,-8.60992249465
T252,41.1566305541,-8.63876434995
T253,41.1616325989,-8.57106178833
T254,41.1452714461,-8.61043221587
T255,41.1550434595,-8.62817760472
T256,41.1490082472,-8.60828475788
T257,41.1523089225,-8.61832154488
T258,41.153692014,-8.61275445872
T259,41.1452714461,-8.61043221587
T260,41.2118140924,-8.61720922615
T261,41.1738427275,-8.64608849904
T262,41.1752207223,-8.61410285103
T263,41.1516879594,-8.6055910074
T264,41.1533392572,-8.60162649968
T265,41.157571015,-8.67600740078
T266,41.1540392765,-8.61279335813
T267,41.1532090957,-8.60174749464
T268,41.1550434595,-8.62817760472
T269,41.1452714461,-8.61043221587
T270,41.1653266527,-8.65267216784
T271,41.1464535077,-8.61633697377
T272,41.170203351,-8.68049175466
T273,41.1473673285,-8.61602679627
T274,41.1562395385,-8.62857994957
T275,41.1550434595,-8.62817760472
T276,41.1645385083,-8.65789185814
T277,41.1649639654,-8.67169484181
T278,41.1628495589,-8.65250125759
T279,41.1453108119,-8.6104089912
T280,41.1613741196,-8.60386426961
T281,41.1561440875,-8.61352797143
T282,41.1452714461,-8.61043221587
T283,41.1490082472,-8.60828475788
T284,41.1452714461,-8.61043221587
T285,41.1752529762,-8.59765544819
T286,41.1481489666,-8.5950550701
T287,41.1736045757,-8.6835244639
T288,41.1549866424,-8.60230781578
T289,41.1620626149,-8.64391785605
T290,41.149037205,-8.60860230257
T291,41.1473673285,-8.61602679627
T292,41.1486936187,-8.60083759192
T293,41.1547840239,-8.60716048337
T294,41.1516590015,-8.60527346271
T295,41.1927582975,-8.63152149942
T296,41.1602207575,-8.62440574982
T297,41.1557092455,-8.62166323625
T298,41.1585297719,-8.61372758602
T299,41.2346009118,-8.6700639795
T300,41.1450501177,-8.61846720562
T301,41.23400098,-8.66896185981
T302,41.1492018711,-8.6048003214
T303,41.1714532006,-8.61581932655
T304,41.1666144923,-8.64969822841
T305,41.1639133087,-8.62239020139
T306,41.1583156751,-8.6263119319
T307,41.1492262214,-8.60312954479
T308,41.14962952,-8.56455191946
T309,41.1544562375,-8.59617354334
T310,41.1588927238,-8.67240912235
T311,41.154310048,-8.5952199275
T312,41.1616723782,-8.62684359074
T313,41.1676912647,-8.65407449241
T314,41.1517510903,-8.60693396898
T315,41.1489764352,-8.62067174959
T316,41.1481489666,-8.5950550701
T317,41.1496449691,-8.61977612094
T318,41.1602530272,-8.66790811965
T319,41.1781482203,-8.68725044189
T320,41.1592491237,-8.59555770615
T321,41.1622327743,-8.54624899504
T322,41.1779567464,-8.62540227358
T323,41.1643199713,-8.59290837521
T324,41.1550434595,-8.62817760472
T325,41.1585351544,-8.64427397085
T326,41.1578076773,-8.56373064789
T327,41.1584423129,-8.60413444863
