TRIP_ID,LATITUDE,LONGITUDE
T204,41.1564415323,-8.61195460858
T205,41.157998889,-8.60158454217
T206,41.166468278,-8.5976706908
T207,41.1495209967,-8.60434040041
T208,41.1950174774,-8.60572999345
T209,41.1550950186,-8.63031010554
T210,41.1671710322,-8.64956834088
T211,41.173182825,-8.59499347025
T212,41.1485385093,-8.57904741978
T213,41.1099266284,-8.62708673839
T214,41.1536441003,-8.64063847064
T215,41.1521515299,-8.60700068575
T216,41.1579423326,-8.57808450232
T217,41.1644584883,-8.63768173359
T218,41.145440449,-8.61319839379
T219,41.1472590096,-8.63374481621
T220,41.2325492796,-8.62507689989
T221,41.147762749,-8.62267979368
T222,41.1444513084,-8.60609052158
T223,41.1618148434,-8.65109138904
T224,41.18851036,-8.58691683872
T225,41.1488680584,-8.64171694588
T226,41.1599217351,-8.64053299143
T227,41.1478358895,-8.60864270254
T228,41.1594254484,-8.59281465904
T229,41.2364311034,-8.66961614435
T230,41.1524272727,-8.62707429611
T231,41.1535489508,-8.60803439361
T232,41.1454976965,-8.60730585849
T233,41.1604665873,-8.60982850757
T234,41.152454981,-8.62576284302
T235,41.147108474,-8.65917034282
T236,41.1468361736,-8.60923211546
T237,41.1595886117,-8.60447403267
T238,41.1201256882,-8.58673009912
T239,41.1732823706,-8.64775476116
T240,41.1546751258,-8.67364123082
T241,41.1434419631,-8.61192260446
T242,41.1596645244,-8.60181104927
T243,41.1642643176,-8.62302419573
T244,41.1802537742,-8.66768050498
T245,41.1709179902,-8.61263933053
T246,41.1629602444,-8.67541851219
T247,41.1722070409,-8.68785544209
T248,41.1543756417,-8.64603440577
T249,41.1529630916,-8.63194266699
T250,41.1657584716,-8.57964059754
T251,41.1736716332,-8.6052551732
T252,41.1598802412,-8.64035817422
T253,41.1724584491,-8.56719449289
T254,41.1477474958,-8.60873204218
T255,41.1381086168,-8.62364578186
T256,41.1476606355,-8.60807386745
T257,41.1525754496,-8.62869839341
T258,41.1490460372,-8.60753976914
T259,41.1459938557,-8.61336357597
T260,41.2161039336,-8.65613441363
T261,41.0921586317,-8.64982779146
T262,41.1813519537,-8.6093658431
T263,41.1535419402,-8.6053493337
T264,41.148198317,-8.60625882786
T265,41.1558513725,-8.67868634895
T266,41.1499126685,-8.61407227799
T267,41.1536658728,-8.60247589369
T268,41.1526573444,-8.6312833919
T269,41.1386585887,-8.61019147976
T270,41.1618094484,-8.6508469393
T271,41.1468281412,-8.61476276909
T272,41.1771285889,-8.68075315898
T273,41.1535351414,-8.61002235104
T274,41.1526324071,-8.62826424577
T275,41.1526731051,-8.63655234747
T276,41.1807037243,-8.65825407653
T277,41.1665787254,-8.66551931415
T278,41.1519721478,-8.65558597232
T279,41.1482951693,-8.61338450282
T280,41.1581180484,-8.60152815719
T281,41.1479306858,-8.61120632041
T282,41.1453664427,-8.61083201184
T283,41.1477473205,-8.60219832069
T284,41.1501836106,-8.61035696868
T285,41.1763196196,-8.6020033389
T286,41.1270207251,-8.59965029961
T287,41.1779835109,-8.68735458626
T288,41.1532267279,-8.59978685973
T289,41.173605067,-8.64769797166
T290,41.1509660593,-8.60707394597
T291,41.1603441857,-8.6085155349
T292,41.1777713188,-8.59895999891
T293,41.151244484,-8.60988593579
T294,41.1508845122,-8.60032002241
T295,41.0623357711,-8.64143933156
T296,41.1518321605,-8.64250325648
T297,41.1652602367,-8.60603497904
T298,41.1620324968,-8.6149966321
T299,41.2366878645,-8.66986322953
T300,41.2021931031,-8.61873091844
T301,41.2336867981,-8.66717475961
T302,41.1470897435,-8.60227845936
T303,41.1718556751,-8.61288482788
T304,41.1648710909,-8.64183866379
T305,41.1578210831,-8.62790878129
T306,41.1586826401,-8.63323019138
T307,41.1616319793,-8.60468804162
T308,41.1734030708,-8.55526861208
T309,41.1550218894,-8.58834521008
T310,41.1553692674,-8.67859625165
T311,41.1585483277,-8.59481715346
T312,41.1723678934,-8.6342152562
T313,41.1695005823,-8.66176364164
T314,41.1596165511,-8.60446804318
T315,41.1525820131,-8.6207928076
T316,41.1475606761,-8.58821932548
T317,41.140597724,-8.63588921479
T318,41.1513963296,-8.67753922058
T319,41.1735855549,-8.68493561185
T320,41.1488169433,-8.58587358029
T321,41.1438370588,-8.53645332028
T322,41.1972029097,-8.60346012802
T323,41.1509058764,-8.59387555618
T324,41.1526004852,-8.62993736835
T325,41.1543795729,-8.64385823582
T326,41.1675817388,-8.56930401565
T327,41.1882567735,-8.59371753631
