TRIP_ID,LATITUDE,LONGITUDE
T223,41.1621112641,-8.65206716259
T224,41.188574924,-8.58764682572
T225,41.1492997536,-8.64142086402
T226,41.1598679647,-8.64047351671
T227,41.1480276122,-8.6083696634
T228,41.1593682184,-8.59290407043
T229,41.236812788,-8.6694751805
T230,41.1524449134,-8.62716180923
T231,41.1535205796,-8.60821334933
T232,41.1452333404,-8.6072907974
T233,41.1605309622,-8.60983960951
T234,41.1525519176,-8.62550487298
T235,41.1470436819,-8.65824332191
T236,41.146864882,-8.60925743965
T237,41.1595040888,-8.6044866054
T238,41.1204080801,-8.58645592165
T239,41.1737678338,-8.64810599048
T240,41.1545781997,-8.67375727262
T241,41.143477396,-8.61195187962
T242,41.159365569,-8.60118251654
T243,41.1641937666,-8.62294425367
T244,41.180343036,-8.66769336511
T245,41.1707766241,-8.61281789703
T246,41.163162202,-8.67591637133
T247,41.1724147625,-8.68798806928
T248,41.1542183988,-8.64654716907
T249,41.1534108737,-8.63212378388
T250,41.1660247931,-8.57945475142
T251,41.1736834012,-8.60537360175
T252,41.1598688923,-8.64047653931
T253,41.1730387126,-8.56732907705
T254,41.1476283948,-8.60882994544
T255,41.1376247229,-8.62362130965
T256,41.1477522668,-8.60837424995
T257,41.1525893137,-8.62915059178
T258,41.148963252,-8.60766914449
T259,41.1459496567,-8.61342623769
T260,41.2154892387,-8.65505043933
T261,41.0918149528,-8.64973351486
T262,41.1815459773,-8.60939860306
T263,41.1536117546,-8.60508275774
T264,41.1482553566,-8.60623804853
T265,41.1560873927,-8.67870066702
T266,41.149909882,-8.61406908867
T267,41.1542214036,-8.60252881236
T268,41.1527503055,-8.63175710712
T269,41.1383490282,-8.61083601482
T270,41.1617600734,-8.65095031012
T271,41.1467633861,-8.61481398657
T272,41.1773101448,-8.68113875837
T273,41.1537375406,-8.60996435731
T274,41.1526832122,-8.62938060968
T275,41.1526519362,-8.63648156998
T276,41.1822891922,-8.66039337271
T277,41.1665666525,-8.66525176263
T278,41.1517449976,-8.65562738145
T279,41.1482361466,-8.61372738181
T280,41.1591240417,-8.6012125544
T281,41.147977298,-8.61112238362
T282,41.1453445616,-8.61087926136
T283,41.1475523888,-8.60187683087
T284,41.1506803203,-8.61018024939
T285,41.1765779848,-8.60242851288
T286,41.1257786859,-8.60001004233
T287,41.178038515,-8.68733275612
T288,41.1532706627,-8.59963307978
T289,41.1737419129,-8.64800688288
T290,41.1510368273,-8.6070817604
T291,41.1601831749,-8.60800770717
T292,41.1779318648,-8.5991168436
T293,41.1512294547,-8.60973337126
T294,41.1509207959,-8.6003063188
T295,41.0624066954,-8.64211835737
T296,41.1534518816,-8.64407105337
T297,41.1653410502,-8.60550096975
T298,41.1624244044,-8.61422572236
T299,41.2367444296,-8.66964158166
T300,41.2023326788,-8.61824758794
T301,41.2344796096,-8.66699708143
T302,41.1468715987,-8.60214710101
T303,41.172046048,-8.61297642599
T304,41.1649698198,-8.64166994232
T305,41.1583070811,-8.62797302887
T306,41.1588505719,-8.63360904598
T307,41.1614873053,-8.60466880552
T308,41.1734712171,-8.55549813086
T309,41.15546708,-8.58907580266
T310,41.1554441061,-8.67857017825
T311,41.1586431352,-8.59471131186
T312,41.1730740264,-8.63346609589
T313,41.1697945452,-8.66208563996
T314,41.1594965692,-8.60448834507
T315,41.1525638174,-8.6208080644
T316,41.1473665603,-8.58788579392
T317,41.14056704,-8.63594524466
T318,41.151548783,-8.67764574186
T319,41.1735666211,-8.68501870198
T320,41.1488437772,-8.58581710701
T321,41.1436116351,-8.53483066124
T322,41.1947517926,-8.6046099847
T323,41.1507451374,-8.59455141454
T324,41.1525961524,-8.62993636865
T325,41.1544225625,-8.64365811025
T326,41.167823094,-8.56986974904
T327,41.1873362061,-8.59433729285
