TRIP_ID,LATITUDE,LONGITUDE
T174,41.1814689636,-8.59518623352
T175,41.1626625061,-8.65075969696
T176,41.1585121155,-8.60513305664
T177,41.1480789185,-8.62192249298
T178,41.1750144958,-8.65906238556
T179,41.1480407715,-8.58653831482
T180,41.147644043,-8.61347103119
T181,41.1737213135,-8.60510158539
T182,41.1608734131,-8.60406589508
T183,41.1773338318,-8.61389446259
T184,41.1541290283,-8.65027236938
T185,41.1702957153,-8.66923046112
T186,41.1645126343,-8.64232063293
T187,41.1505508423,-8.57192611694
T188,41.1614723206,-8.5857667923
T189,41.1459083557,-8.61085510254
T190,41.1570243835,-8.62354850769
T191,41.148021698,-8.60721302032
T192,41.1523513794,-8.62829208374
T193,41.1476516724,-8.60894107819
T194,41.147819519,-8.61424541473
T195,41.1492919922,-8.61027431488
T196,41.1459579468,-8.61078548431
T197,41.1637840271,-8.64913845062
T198,41.1580924988,-8.63176441193
T199,41.1559944153,-8.59587192535
T200,41.1591148376,-8.64263534546
T201,41.1524162292,-8.62683486938
T202,41.1518478394,-8.60714244843
T203,41.1730880737,-8.60456180573
T204,41.1554908752,-8.6118221283
T205,41.1591033936,-8.60253620148
T206,41.1676864624,-8.5973777771
T207,41.1493263245,-8.60627269745
T208,41.1924476624,-8.60638809204
T209,41.1549530029,-8.6297750473
T210,41.1674156189,-8.64891338348
T211,41.1701049805,-8.5938835144
T212,41.1502494812,-8.58246898651
T213,41.1121711731,-8.63146972656
T214,41.1542663574,-8.64028263092
T215,41.1523323059,-8.60673904419
T216,41.1572723389,-8.58018016815
T217,41.1646080017,-8.63849639893
T218,41.1465950012,-8.61292934418
T219,41.1472396851,-8.63047885895
T220,41.2298126221,-8.62595844269
T221,41.1480636597,-8.62177562714
T222,41.1445503235,-8.60694313049
T223,41.1623802185,-8.64810752869
T224,41.1857528687,-8.58981227875
T225,41.1506195068,-8.63949871063
T226,41.1600761414,-8.63961601257
T227,41.1490020752,-8.60821342468
T228,41.1589393616,-8.5943031311
T229,41.2367630005,-8.66971588135
T230,41.1519927979,-8.62662696838
T231,41.1533164978,-8.60930347443
T232,41.1458892822,-8.60761737823
T233,41.1608009338,-8.60971832275
T234,41.1521492004,-8.62609577179
T235,41.1487007141,-8.66014099121
T236,41.147895813,-8.60937690735
T237,41.1585845947,-8.60492706299
T238,41.1143608093,-8.58972835541
T239,41.1722221375,-8.64952468872
T240,41.1525840759,-8.67401027679
T241,41.1444244385,-8.61164665222
T242,41.1597099304,-8.60297679901
T243,41.1642532349,-8.62395000458
T244,41.1799621582,-8.66481304169
T245,41.1704521179,-8.61308956146
T246,41.1606330872,-8.67508411407
T247,41.1725540161,-8.68783092499
T248,41.1553421021,-8.64556789398
T249,41.1538467407,-8.63048934937
T250,41.1645355225,-8.58326435089
T251,41.1733322144,-8.60710716248
T252,41.1605186462,-8.64071369171
T253,41.1704750061,-8.57107543945
T254,41.1482276917,-8.60831165314
T255,41.1386375427,-8.62284755707
T256,41.1473579407,-8.6076374054
T257,41.1531181335,-8.6268787384
T258,41.149356842,-8.6078042984
T259,41.1468162537,-8.61237716675
T260,41.2153205872,-8.65877819061
T261,41.0952148438,-8.65107059479
T262,41.1780166626,-8.61023521423
T263,41.1537132263,-8.60543727875
T264,41.1487922668,-8.6063079834
T265,41.1549072266,-8.67740726471
T266,41.1503868103,-8.6136007309
T267,41.1527137756,-8.60204982758
T268,41.1532058716,-8.62943840027
T269,41.1395721436,-8.61123657227
T270,41.1615524292,-8.65026187897
T271,41.146736145,-8.61331558228
T272,41.1765937805,-8.67945766449
T273,41.1538047791,-8.61022472382
T274,41.1540756226,-8.62708568573
T275,41.1542892456,-8.63746547699
T276,41.177482605,-8.65389442444
T277,41.1678886414,-8.66627597809
T278,41.1536064148,-8.65408420563
T279,41.1483879089,-8.61228656769
T280,41.1562080383,-8.60297775269
T281,41.1483955383,-8.61179065704
T282,41.1467018127,-8.61055469513
T283,41.1490211487,-8.60207653046
T284,41.1513519287,-8.60889434814
T285,41.1745300293,-8.60349559784
T286,41.1303749084,-8.5979757309
T287,41.1780662537,-8.68333911896
T288,41.1534309387,-8.6005525589
T289,41.1732292175,-8.6474609375
T290,41.1524887085,-8.60609436035
T291,41.1601753235,-8.60819721222
T292,41.1753997803,-8.5988111496
T293,41.1494560242,-8.61120319366
T294,41.1511230469,-8.60143852234
T295,41.064956665,-8.64624118805
T296,41.1538467407,-8.64131355286
T297,41.1647491455,-8.60677051544
T298,41.1630401611,-8.61877346039
T299,41.236782074,-8.66987800598
T300,41.1966514587,-8.6211309433
T301,41.2364463806,-8.67005634308
T302,41.147567749,-8.60259151459
T303,41.1710243225,-8.61278629303
T304,41.1644935608,-8.64061355591
T305,41.1581764221,-8.6290140152
T306,41.1587638855,-8.63140392303
T307,41.1615715027,-8.60443305969
T308,41.1720924377,-8.5592880249
T309,41.1550712585,-8.59041309357
T310,41.1561088562,-8.67666339874
T311,41.1587524414,-8.59408855438
T312,41.1693229675,-8.63236427307
T313,41.1683425903,-8.66158771515
T314,41.1594238281,-8.60504436493
T315,41.15284729,-8.62134552002
T316,41.1480407715,-8.5873632431
T317,41.1415328979,-8.63475227356
T318,41.1529884338,-8.67413043976
T319,41.173500061,-8.6879940033
T320,41.1485977173,-8.58622455597
T321,41.1394233704,-8.54051780701
T322,41.1915588379,-8.61861896515
T323,41.1507911682,-8.59525680542
T324,41.1532211304,-8.6291437149
T325,41.1551895142,-8.64272594452
T326,41.165725708,-8.56930351257
T327,41.1856460571,-8.59741401672
